ItemID,Sentiment,SentimentText
387,positive, @sweetlilmzmia: &quot;Gotta LOVE Blip.fm - John Mayer Trio - CALIFORNIA DREAMIN' as heard on Conan negative6/negative4/2negativenegative9 ---... ♫ http://blip.fm/~7qdfnegative
388,positive, @Thatsrightnate ~ Just in case you need some help w that:  http://bit.ly/positive2nPpositiveH
389,positive, @THEDIAMONDCOACH  Im sure he'd love that LOL
39negative,positive, @theenglishmuse on &quot;Karl Lagerfeld&quot; 's Twitter profile(s) lol!  Heart the first pic http://tinyurl.com/cbl6tm
39positive,negative, @TheIanCrawford is no longer in the Cab. To say I'm heartbroken is an understatement... good luck with everything! you're amazing ian.
392,negative, @va_songstress broke my twitter..
393,negative, @warbo is off clubbing... must come over to sheffield sometime &amp; party but really probably shouldn't atm. a tech conference is a conf etc
394,positive," @weselec My avatar can't figure out what you people are, either. http://tr.im/jj7negative"
395,negative, @xxkirahxx is fulfilling my life's ambition 2 go 2 a Jonas Brothers concert + I went 2 HMV and the new album is already sold out! Why me?
396,positive," @yhf What happened to movies, anyway? It's like Hollywood forgot: in rough times, the public wants to see.. http://tr.im/mZ8l"
397,negative, @zochula just yelled at me for picking apple store over food.
398,positive, @ZOEBOE: &quot;whoops credit is due to   &gt;&gt;&gt;rb@MusicIsMySunshine:  &quot; ? http://blip.fm/~7d4pk
399,positive, =&gt; How not to exit a Cessna 2negative6 #skydiving http://bit.ly/positive6ZZJ7
4negativenegative,negative, positive of me cats kittens died only 3 days old too..RIP ming.
4negativepositive,negative, positive week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren't transfered yet. #sadpanda #fb
4negative2,positive,"- 2negative chicken mcnuggets, 2 double cheeseburgers, large fries, and a lemonade for dinner. Why you may ask? Because I hate my body. "
4negative3,negative, 3 hrs on da phone...lol dude is hilarious
4negative4,positive,- 4negativenegativeth tweet (!) breakfast: everything bagel toasted w/cream cheese with an iced cap... delish 
4negative5,negative, 5 gb of video to upload to utube :O dam sony vegas making it so big 
4negative6,negative, 5negative% of the new footwear labeling norm is definitions that are never referred to in the document. Who wrote this up?
4negative7,negative, a big angry spider was crawling in my blankeys  i flicked it to the floor and cant sleep now
4negative8,positive, A blessed sunday everyone!
4negative9,negative,=- A couple years of sickness all piled up to this one day
4positivenegative,positive, A dog riding the bicycle http://bit.ly/gvMzD
4positivepositive,negative," a fly just landed in my green chile stew. i've never been big on killing bugs, but this asshole asked for it. There goes my appetite"
4positive2,positive, A problem shared is a buck passed
4positive3,negative, A_ just got the same handshake in her meeting. Vibe here sucks
4positive4,positive, ดู�?บไต๋ hitech
4positive5,negative,  (Jonah:whats a tweet!?) SHARON!!!!!!!!!!!!
4positive6,negative,  alice is beating be at my scooby doo board game!
4positive7,positive,  am quite tired can't wait till wwe at burswood &lt;3
4positive8,negative,  anyone have any advice on how to cope with a break up?
4positive9,negative,"  arrrrrrrgggggggghhhhhhhh!!!!!!!!!!  that's it, all lines of communications are temporarily suspended! "
42negative,positive,"=-  awake, and ready for the day"
42positive,positive,  Being NASTY in the studio with my woman!!!  Go SLEEPIES!!!
422,negative,  but i understand.
423,negative,  cars being inspected today gonna cost me over 6negativenegative dollars 
424,negative,  e is OUT!
425,negative,  everythings wrong.
426,negative,  Exercise 2 build muscle mass is only thing that speeds metabolism: http://tinyurl.com/bvagbj
427,positive,  feeling ok for the first time in a few days. thank you!
428,positive,"  found a new way to text him, yey!"
429,negative,  friends dying is just horrible.
43negative,positive,  going for a paddle 2moz 
43positive,positive,  Good Nite.  I hope Grandma visits my dreams again tonight.  Last Night was uplifting...  I miss her.
432,positive,  Goodbassplayer... that is funny.... ;)  OilIPO.... I hope the people that will bring us good things are started early this week... 
433,negative,  He was the best there.
434,negative,  Hungover........ and craving chocolate! OMG how funny was the pub last night!! LOL
435,negative,  I dont want my sister to leave me for the whole summer!
436,negative,  i hope everyone is at church so i can just go to my concert in peace on wed.  dont have to worry about rushing back to church to visit
437,negative, - i just spilt the last of my jordans cereal on the floor i’m distraught http://tumblr.com/xxw2329lh
438,negative,  I miss my family and friends.
439,negative,  I see I missed the nectar sucking dirty talk ;)
44negative,negative,  I want a freaking puppy now! A cute little black yorkshire terrier.
44positive,negative, - I want irissa back http://tumblr.com/xpnpositivewrj48
442,negative,  I'm glad diversity got through...but what about stavros!  
443,positive,  I'm here to tell ya ... very yummy.  Decided to go on a hunt for blender drinks ... know any good ones?
444,negative,  I'm out of Nutella  
445,negative,  is it rlly tht serious? I'm abt to go thru my fonebook...
446,positive,  is listenin to my new fav band more amor
447,negative,  it is on environmental studies and driving me mental
448,negative,  I've always seen bits &amp; pieces of Shottas. now I've seen the whole movie...it ends sooooo sad   I'm gonna cry.  
449,positive,  Just another day in paradise. ;)
45negative,negative,  Just found a bone in my chicken nugget    Not cool
45positive,negative," - Like I said, my back still fucking hurts and I’m going to complain about it like no one’s business.... http://tumblr.com/x6n25amd5"
452,positive,  love you! &lt;333
453,negative,  my aunties dog is getting put down  hes my dogs brother aswell 
454,negative," - my head feels like its going to explode - mmm, what a horrendous image... the mess!"
455,negative,  my head is killing meee
456,negative," - My name is Amy. I�m only three My eyes are swollen I cannot see, I must be stupid, I must be bad What... http://tumblr.com/xfjpositiveuainnegative"
457,negative," - my picture with Kris Karmada is gone forever, its not in my comments, on my mysapce or on my... http://tumblr.com/xzgpositivewy4jj"
458,negative, «Confirmed: Missing Air France Flight 447 has Crashed in the Atlantic»: http://bit.ly/BxdVL
459,negative, about positive/4 of my myspace comments are gone. cause someone hacked onto wills account. and kept abusing others so he had to delete it.
46negative,negative, about school....... it will all be over soon can't wait to celebrate            STRES till then
46positive,positive,- about to pop in a movie &amp; chill a bit... get it innnnn.! call n text 
462,positive,=- about to swim
463,negative, abt missing Air France plane. Follow here for best air news source:  http://tinyurl.com/m2p6yk
464,negative, AFI are not at reading til sunday this sucks !!!!!!!!!
465,negative," after a crap night was looking forward to being cheered up, but no. Never mind."
466,negative, ah the postman didn't have my package. What am I goon to do for the rest of the day.....
467,positive, ahh school on monday!!!! not ready
468,positive," ahhh. Drizzy. Mr. Rogers, you are indeed the best."
469,negative," Airport Express doesn't rock enough to allow wireless scanning with the Canon pixma MX3positivenegative, but otherwise it's wireless goodness."
47negative,negative," Alistair's friends are all in the kitchen and I'm in my pjs...I JUST WANT A CUP OF TEA, DAMMIT!"
47positive,negative, all day.. no play.
472,negative, all dressed up and no bicyclist for Monday nite ride n Henderson KY http://bit.ly/positivenegativeH4ne
473,negative, all I want is my ma in my arms  that's all I want is you in my arms
474,negative, all my friends are gone haley n katie @ camp Paris @ moms Landin n Ayonna @ aunts n moms im so bored
475,negative, all nighter. yeeeeeeeeeeeessshhhh what a nightmare up coming 2 weeks. cannot wait to graduate!
476,positive, All the small things...
477,negative," All those Non-Robsten posts are making me sad. I mean, I knew that, but to see it from others in words. So sad."
478,negative, allison didnt win. She should have.
479,negative, almost time to leave.
48negative,negative, already getting sleepy...I really want to get my psych quizzes done tonight...
48positive,positive,- always a nice thing to wake up to. yay. :p (gosh I'm such a typical lame overanalyzing teenager) lmao  / had a nice nap.
482,positive, am excited
483,positive, Am feelin very happy!? 
484,positive, Am I feeding the Pig'?
485,negative," am i losing my mind cause i wanna see my.TC on TV right now, this min? FU2 i want 2see CandyGirls!! not Daisy -dammit!! @iluvTerricka"
486,negative, am sad to say i didn't get my results today somehow the school forgot to mail my results to me?? Typical. Ugh
487,positive,-- An alarm clock is a device for waking up people who do not have small children. --- 
488,negative, And how can you mend a broken heart?   ♫ http://blip.fm/~8k7kl
489,negative, and I think that's why I felt really sick and depressed in school today cuz of all the stress.. I'm glad I got that off my chest :/
49negative,negative, and i was just starting to get confident in myself! you have torn me down!
49positive,positive, anoron.reedcourty.operaunite.com/webserver/content/ home.sch alternatíva 
492,negative, another 45 mins....
493,negative, another early day
494,negative, another father's day weekend I don't get to spend with my dad..
495,positive, Another Friday night of Rock Band
496,negative, anticipating a tough day ahead
497,negative, anyone know if Ghostbusters is region free on 36negative?? and where to get a US copy in Britain if it is
498,positive,  : D a million making a difference. I can't help but to believe. I came in believing &amp; I will leave believing GOD IS!
499,negative, - ?oVe&lt;33
5negativenegative,negative,  6:3negative...what's wrong wit it?
5negativepositive,negative, - alergic... nose itchy and eyes burning... Hope It's getting better soon....
5negative2,negative,  and they KEEP on coming!   xox
5negative3,negative,  Another expensive weekend trip to the vet.
5negative4,negative,"  are there any parties tonight!? im hella bored at home, and its seems like everyone is busy!! LAMMMMEEE"
5negative5,negative,  but chilli prawns will make the pain better...
5negative6,negative,  daughter's beloved diabetic dwarf hamster died in her hands this morning...all creatures are worthy of love. ♥
5negative7,negative,  DD has pinkeye...not fun.
5negative8,negative, -- Farrah Fawcett Dies of Cancer at 62 - ABC News http://bit.ly/akQLD (via @Turner)
5negative9,negative,  feeling hopeless and useless.
5positivenegative,negative,  forgot my lunch at home
5positivepositive,negative,  General Motors sold hummer :S :S
5positive2,positive,  Good morning all! Have a great day!!!
5positive3,negative,  goodnight..
5positive4,negative,  gooood night!!   must prepare for tomorrows meeting now
5positive5,negative, - Great! Im bored at the moment and just have no idea on what to do!  Missing Boyfie too! Damn i’m... http://tumblr.com/xzp224xgj
